state,value,date
Nebraska,"76,936,250",2010-06-01
Nevada,"94,202,332",2010-06-01
New Hampshire,"60,679,319",2010-06-01
New Jersey,"367,642,705",2010-06-01
New Mexico,"83,459,991",2010-06-01
New York,"479,309,183",2010-06-01
North Carolina,"388,853,954",2010-06-01
North Dakota,"34,318,378",2010-06-01
Ohio,"438,610,196",2010-06-01
Oklahoma,"166,206,570",2010-06-01
Oregon,"133,523,325",2010-06-01
Pennsylvania,"447,630,131",2010-06-01
Rhode Island,"31,954,584",2010-06-01
South Carolina,"226,358,147",2010-06-01
South Dakota,"36,728,572",2010-06-01
Tennessee,"266,323,925",2010-06-01
Texas,"1,044,883,266",2010-06-01
Utah,"94,602,875",2010-06-01
Vermont,"28,196,549",2010-06-01
Virginia,"553,595,941",2010-06-01
Washington,"232,089,505",2010-06-01
West Virginia,"12,389,055",2010-06-01
Wisconsin,"225,482,997",2010-06-01
Wyoming,"31,924,160",2010-06-01
Alabama,"230,137,354",2011-06-01
Alaska,"27,946,260",2011-06-01
Arizona,"211,229,400",2011-06-01
Arkansas,"125,254,399",2011-06-01
California,"1,221,301,748",2011-06-01
Colorado,"181,651,310",2011-06-01
Connecticut,"125,007,696",2011-06-01
Delaware,"38,233,289",2011-06-01
District of Columbia,"9,749,250",2011-06-01
Florida,"685,967,939",2011-06-01
Georgia,"396,183,267",2011-06-01
Hawaii,"44,159,861",2011-06-01
Idaho,"53,405,146",2011-06-01
Illinois,"397,611,308",2011-06-01
Indiana,"256,585,543",2011-06-01
Iowa,"150,742,043",2011-06-01
Kansas,"113,626,215",2011-06-01
Kentucky,"187,594,135",2011-06-01
Louisiana,"193,657,692",2011-06-01
Maine,"61,537,069",2011-06-01
Maryland,"255,257,360",2011-06-01
Massachusetts,"232,886,582",2011-06-01
Michigan,"391,970,342",2011-06-01
Minnesota,"217,297,885",2011-06-01
Mississippi,"142,924,927",2011-06-01
Missouri,"274,179,652",2011-06-01
Montana,"44,728,381",2011-06-01
Nebraska,"74,515,025",2011-06-01
Nevada,"92,717,475",2011-06-01
New Hampshire,"59,253,457",2011-06-01
New Jersey,"353,309,147",2011-06-01
New Mexico,"87,423,343",2011-06-01
New York,"463,637,438",2011-06-01
North Carolina,"379,609,258",2011-06-01
North Dakota,"36,088,736",2011-06-01
Ohio,"434,851,080",2011-06-01
Oklahoma,"156,270,535",2011-06-01
Oregon,"128,838,873",2011-06-01
Pennsylvania,"443,304,733",2011-06-01
Rhode Island,"32,228,251",2011-06-01
South Carolina,"225,374,736",2011-06-01
South Dakota,"26,039,389",2011-06-01
Tennessee,"271,512,252",2011-06-01
Texas,"1,028,469,230",2011-06-01
Utah,"97,389,371",2011-06-01
Vermont,"28,109,221",2011-06-01
Virginia,"518,762,074",2011-06-01
Washington,"229,250,565",2011-06-01
West Virginia,"37,200,531",2011-06-01
Wisconsin,"215,685,695",2011-06-01
Wyoming,"17,719,850",2011-06-01
Alabama,"209,090,785",2000-07-01
Alaska,"31,411,303",2000-07-01
Arizona,"194,354,880",2000-07-01
Arkansas,"129,266,546",2000-07-01
California,"1,270,349,431",2000-07-01
Colorado,"171,924,027",2000-07-01
Connecticut,"125,892,009",2000-07-01
Delaware,"35,028,423",2000-07-01
Dist. of Col.,"15,281,852",2000-07-01
Florida,"619,980,509",2000-07-01
Georgia,"401,776,849",2000-07-01
Hawaii,"34,849,242",2000-07-01
Idaho,"54,890,431",2000-07-01
Illinois,"423,791,368",2000-07-01
Indiana,"276,467,509",2000-07-01
Iowa,"137,780,264",2000-07-01
Kansas,"118,676,825",2000-07-01
Kentucky,"184,571,329",2000-07-01
Louisiana,"183,402,063",2000-07-01
Maine,"73,156,304",2000-07-01
Maryland,"220,084,059",2000-07-01
Massachusetts,"241,965,121",2000-07-01
Michigan,"408,302,769",2000-07-01
Minnesota,"237,434,787",2000-07-01
Mississippi,"141,342,044",2000-07-01
Missouri,"278,416,929",2000-07-01
Montana,"51,807,247",2000-07-01
Nebraska,"79,080,567",2000-07-01
Nevada,"84,948,014",2000-07-01
New Hampshire,"61,957,176",2000-07-01
New Jersey,"356,028,886",2000-07-01
New Mexico,"103,026,597",2000-07-01
New York,"519,953,500",2000-07-01
North Carolina,"353,474,117",2000-07-01
North Dakota,"37,532,688",2000-07-01
Ohio,"453,672,565",2000-07-01
Oklahoma,"156,252,407",2000-07-01
Oregon,"136,594,486",2000-07-01
Pennsylvania,"434,237,307",2000-07-01
Rhode Island,"34,749,794",2000-07-01
South Carolina,"197,863,128",2000-07-01
South Dakota,"43,525,792",2000-07-01
Tennessee,"275,138,804",2000-07-01
Texas,"940,834,796",2000-07-01
Utah,"93,069,461",2000-07-01
Vermont,"32,145,835",2000-07-01
Virginia,"304,054,911",2000-07-01
Washington,"224,774,439",2000-07-01
West Virginia,"74,952,748",2000-07-01
Wisconsin,"235,971,978",2000-07-01
Wyoming,"34,453,069",2000-07-01
Alabama,"215,431,893",2001-07-01
Alaska,"29,075,565",2001-07-01
Arizona,"207,831,870",2001-07-01
Arkansas,"125,976,269",2001-07-01
California,"1,340,874,387",2001-07-01
Colorado,"197,149,814",2001-07-01
Connecticut,"124,055,582",2001-07-01
Delaware,"36,881,157",2001-07-01
District of Columbia,"13,946,049",2001-07-01
Florida,"633,428,983",2001-07-01
Georgia,"412,909,216",2001-07-01
Hawaii,"41,853,946",2001-07-01
Idaho,"57,748,130",2001-07-01
Illinois,"423,851,217",2001-07-01
Indiana,"278,865,062",2001-07-01
Iowa,"139,782,022",2001-07-01
Kansas,"117,395,891",2001-07-01
Kentucky,"188,588,698",2001-07-01
Louisiana,"200,997,017",2001-07-01
Maine,"47,258,405",2001-07-01
Maryland,"218,055,177",2001-07-01
Massachusetts,"244,985,816",2001-07-01
Michigan,"449,695,519",2001-07-01
Minnesota,"242,910,517",2001-07-01
Mississippi,"130,278,129",2001-07-01
Missouri,"258,928,420",2001-07-01
Montana,"52,192,069",2001-07-01
Nebraska,"78,980,948",2001-07-01
Nevada,"86,682,664",2001-07-01
New Hampshire,"63,366,247",2001-07-01
New Jersey,"353,054,219",2001-07-01
New Mexico,"80,239,550",2001-07-01
New York,"491,403,127",2001-07-01
North Carolina,"365,105,068",2001-07-01
North Dakota,"34,336,100",2001-07-01
Ohio,"454,095,860",2001-07-01
Oklahoma,"166,573,567",2001-07-01
Oregon,"141,611,584",2001-07-01
Pennsylvania,"444,666,098",2001-07-01
Rhode Island,"36,117,191",2001-07-01
South Carolina,"202,287,847",2001-07-01
South Dakota,"43,604,019",2001-07-01
Tennessee,"261,504,817",2001-07-01
Texas,"954,575,320",2001-07-01
Utah,"91,491,522",2001-07-01
Vermont,"31,707,169",2001-07-01
Virginia,"332,704,828",2001-07-01
Washington,"202,917,116",2001-07-01
West Virginia,"67,094,358",2001-07-01
Wisconsin,"231,380,426",2001-07-01
Wyoming,"44,698,274",2001-07-01
Alabama,"221,667,860",2002-07-01
Alaska,"22,906,829",2002-07-01
Arizona,"216,516,313",2002-07-01
Arkansas,"135,868,895",2002-07-01
California,"1,336,162,210",2002-07-01
Colorado,"195,811,562",2002-07-01
Connecticut,"153,679,238",2002-07-01
Delaware,"39,891,899",2002-07-01
District of Columbia,"21,144,689",2002-07-01
Florida,"636,017,807",2002-07-01
Georgia,"426,967,594",2002-07-01
Hawaii,"43,708,895",2002-07-01
Idaho,"56,724,054",2002-07-01
Illinois,"430,787,068",2002-07-01
Indiana,"297,365,921",2002-07-01
Iowa,"148,628,571",2002-07-01
Kansas,"123,420,474",2002-07-01
Kentucky,"200,677,603",2002-07-01
Louisiana,"212,717,009",2002-07-01
Maine,"51,207,110",2002-07-01
Maryland,"211,538,878",2002-07-01
Massachusetts,"252,392,274",2002-07-01
Michigan,"466,275,455",2002-07-01
Minnesota,"259,023,208",2002-07-01
Mississippi,"152,276,914",2002-07-01
Missouri,"292,806,038",2002-07-01
Montana,"55,066,689",2002-07-01
Nebraska,"82,738,767",2002-07-01
Nevada,"90,566,191",2002-07-01
New Hampshire,"66,034,816",2002-07-01
New Jersey,"330,251,248",2002-07-01
New Mexico,"82,952,783",2002-07-01
New York,"517,825,747",2002-07-01
North Carolina,"386,326,486",2002-07-01
North Dakota,"37,434,255",2002-07-01
Ohio,"475,484,558",2002-07-01
Oklahoma,"151,403,295",2002-07-01
Oregon,"148,948,261",2002-07-01
Pennsylvania,"462,483,769",2002-07-01
Rhode Island,"37,237,224",2002-07-01
South Carolina,"212,257,972",2002-07-01
South Dakota,"47,989,171",2002-07-01
Tennessee,"277,548,169",2002-07-01
Texas,"987,128,691",2002-07-01
Utah,"92,987,969",2002-07-01
Vermont,"33,165,728",2002-07-01
Virginia,"342,314,349",2002-07-01
Washington,"248,250,970",2002-07-01
West Virginia,"73,968,506",2002-07-01
Wisconsin,"247,494,779",2002-07-01
Wyoming,"26,330,167",2002-07-01
Alabama,"223,408,552",2003-07-01
Alaska,"29,206,049",2003-07-01
Arizona,"223,914,918",2003-07-01
Arkansas,"132,898,394",2003-07-01
California,"1,375,844,930",2003-07-01
Colorado,"186,137,448",2003-07-01
Connecticut,"137,917,965",2003-07-01
Delaware,"38,320,879",2003-07-01
District of Columbia,"13,984,881",2003-07-01
Florida,"662,479,393",2003-07-01
Georgia,"436,112,913",2003-07-01
Hawaii,"41,042,004",2003-07-01
Idaho,"53,956,578",2003-07-01
Illinois,"452,573,560",2003-07-01
Indiana,"293,724,518",2003-07-01
Iowa,"148,874,335",2003-07-01
Kansas,"127,319,474",2003-07-01
Kentucky,"202,246,989",2003-07-01
Louisiana,"206,480,544",2003-07-01
Maine,"88,472,593",2003-07-01
Maryland,"231,056,231",2003-07-01
Massachusetts,"252,672,751",2003-07-01
Michigan,"386,690,598",2003-07-01
Minnesota,"254,516,238",2003-07-01
Mississippi,"140,165,805",2003-07-01
Missouri,"292,966,615",2003-07-01
Montana,"54,989,750",2003-07-01
Nebraska,"82,428,614",2003-07-01
Nevada,"96,188,826",2003-07-01
New Hampshire,"68,222,031",2003-07-01
New Jersey,"364,199,514",2003-07-01
New Mexico,"88,522,740",2003-07-01
New York,"560,027,929",2003-07-01
North Carolina,"392,731,628",2003-07-01
North Dakota,"36,752,073",2003-07-01
Ohio,"471,830,182",2003-07-01
Oklahoma,"187,939,385",2003-07-01
Oregon,"140,254,538",2003-07-01
Pennsylvania,"469,428,916",2003-07-01
Rhode Island,"38,031,148",2003-07-01
South Carolina,"212,270,021",2003-07-01
South Dakota,"32,777,545",2003-07-01
Tennessee,"269,839,382",2003-07-01
Texas,"997,891,242",2003-07-01
Utah,"95,408,222",2003-07-01
Vermont,"32,987,377",2003-07-01
Virginia,"359,349,309",2003-07-01
Washington,"247,122,689",2003-07-01
West Virginia,"84,995,932",2003-07-01
Wisconsin,"250,742,514",2003-07-01
Wyoming,"27,471,025",2003-07-01
Alabama,"214,071,384",2004-07-01
Alaska,"31,356,143",2004-07-01
Arizona,"226,834,518",2004-07-01
Arkansas,"132,530,262",2004-07-01
California,"1,370,903,067",2004-07-01
Colorado,"196,622,873",2004-07-01
Connecticut,"138,186,393",2004-07-01
Delaware,"39,617,633",2004-07-01
District of Columbia,"12,989,672",2004-07-01
Florida,"687,557,968",2004-07-01
Georgia,"445,366,297",2004-07-01
Hawaii,"49,260,014",2004-07-01
Idaho,"52,635,643",2004-07-01
Illinois,"455,610,975",2004-07-01
Indiana,"291,407,606",2004-07-01
Iowa,"147,377,178",2004-07-01
Kansas,"118,173,920",2004-07-01
Kentucky,"201,519,611",2004-07-01
Louisiana,"212,587,924",2004-07-01
Maine,"66,617,243",2004-07-01
Maryland,"234,050,551",2004-07-01
Massachusetts,"250,310,379",2004-07-01
Michigan,"455,694,610",2004-07-01
Minnesota,"252,593,244",2004-07-01
Mississippi,"145,814,766",2004-07-01
Missouri,"286,827,020",2004-07-01
Montana,"52,831,331",2004-07-01
Nebraska,"79,667,028",2004-07-01
Nevada,"99,911,334",2004-07-01
New Hampshire,"57,122,983",2004-07-01
New Jersey,"267,319,724",2004-07-01
New Mexico,"73,673,138",2004-07-01
New York,"514,505,978",2004-07-01
North Carolina,"390,399,038",2004-07-01
North Dakota,"34,494,991",2004-07-01
Ohio,"465,121,647",2004-07-01
Oklahoma,"168,203,724",2004-07-01
Oregon,"142,301,559",2004-07-01
Pennsylvania,"467,135,089",2004-07-01
Rhode Island,"30,082,299",2004-07-01
South Carolina,"239,097,822",2004-07-01
South Dakota,"43,805,195",2004-07-01
Tennessee,"270,278,917",2004-07-01
Texas,"1,006,571,470",2004-07-01
Utah,"93,746,262",2004-07-01
Vermont,"32,677,474",2004-07-01
Virginia,"342,140,887",2004-07-01
Washington,"243,733,493",2004-07-01
West Virginia,"108,035,469",2004-07-01
Wisconsin,"228,728,950",2004-07-01
Wyoming,"32,791,159",2004-07-01
Alabama,"228,264,193",2005-07-01
Alaska,"30,292,105",2005-07-01
Arizona,"234,189,933",2005-07-01
Arkansas,"129,660,373",2005-07-01
California,"1,379,979,011",2005-07-01
Colorado,"202,826,741",2005-07-01
Connecticut,"139,330,624",2005-07-01
Delaware,"39,723,586",2005-07-01
District of Columbia,"14,862,606",2005-07-01
Florida,"724,152,411",2005-07-01
Georgia,"435,703,564",2005-07-01
Hawaii,"56,861,116",2005-07-01
Idaho,"51,463,001",2005-07-01
Illinois,"446,407,830",2005-07-01
Indiana,"290,941,981",2005-07-01
Iowa,"147,508,224",2005-07-01
Kansas,"117,833,807",2005-07-01
Kentucky,"198,204,732",2005-07-01
Louisiana,"196,530,539",2005-07-01
Maine,"71,954,876",2005-07-01
Maryland,"236,489,930",2005-07-01
Massachusetts,"253,763,413",2005-07-01
Michigan,"450,505,356",2005-07-01
Minnesota,"247,967,983",2005-07-01
Mississippi,"149,677,231",2005-07-01
Missouri,"291,815,038",2005-07-01
Montana,"52,103,525",2005-07-01
Nebraska,"77,527,129",2005-07-01
Nevada,"105,991,581",2005-07-01
New Hampshire,"53,198,154",2005-07-01
New Jersey,"383,511,905",2005-07-01
New Mexico,"100,787,654",2005-07-01
New York,"548,476,583",2005-07-01
North Carolina,"387,456,498",2005-07-01
North Dakota,"33,433,928",2005-07-01
Ohio,"466,855,126",2005-07-01
Oklahoma,"133,963,025",2005-07-01
Oregon,"146,893,077",2005-07-01
Pennsylvania,"461,428,048",2005-07-01
Rhode Island,"35,482,845",2005-07-01
South Carolina,"230,495,260",2005-07-01
South Dakota,"43,405,816",2005-07-01
Tennessee,"254,074,887",2005-07-01
Texas,"1,002,754,533",2005-07-01
Utah,"97,178,854",2005-07-01
Vermont,"33,020,217",2005-07-01
Virginia,"349,304,859",2005-07-01
Washington,"241,382,047",2005-07-01
West Virginia,"110,641,602",2005-07-01
Wisconsin,"224,695,928",2005-07-01
Wyoming,"29,549,910",2005-07-01
Alabama,"225,524,147",2006-07-01
Alaska,"30,894,675",2006-07-01
Arizona,"235,146,073",2006-07-01
Arkansas,"125,761,660",2006-07-01
California,"1,344,224,077",2006-07-01
Colorado,"192,392,816",2006-07-01
Connecticut,"133,172,528",2006-07-01
Delaware,"39,896,637",2006-07-01
District of Columbia,"11,555,443",2006-07-01
Florida,"703,317,400",2006-07-01
Georgia,"412,611,006",2006-07-01
Hawaii,"47,638,866",2006-07-01
Idaho,"53,114,287",2006-07-01
Illinois,"435,779,875",2006-07-01
Indiana,"279,911,309",2006-07-01
Iowa,"139,955,680",2006-07-01
Kansas,"112,233,793",2006-07-01
Kentucky,"191,445,952",2006-07-01
Louisiana,"201,381,018",2006-07-01
Maine,"69,280,261",2006-07-01
Maryland,"231,483,108",2006-07-01
Massachusetts,"246,720,564",2006-07-01
Michigan,"431,162,152",2006-07-01
Minnesota,"235,760,384",2006-07-01
Mississippi,"134,537,055",2006-07-01
Missouri,"282,612,968",2006-07-01
Montana,"52,368,453",2006-07-01
Nebraska,"72,148,392",2006-07-01
Nevada,"103,340,671",2006-07-01
New Hampshire,"65,479,458",2006-07-01
New Jersey,"391,683,381",2006-07-01
New Mexico,"84,117,527",2006-07-01
New York,"485,639,895",2006-07-01
North Carolina,"379,966,039",2006-07-01
North Dakota,"33,228,381",2006-07-01
Ohio,"447,467,208",2006-07-01
Oklahoma,"196,276,430",2006-07-01
Oregon,"143,776,428",2006-07-01
Pennsylvania,"409,540,231",2006-07-01
Rhode Island,"36,506,005",2006-07-01
South Carolina,"321,676,650",2006-07-01
South Dakota,"40,986,864",2006-07-01
Tennessee,"254,212,328",2006-07-01
Texas,"987,393,681",2006-07-01
Utah,"95,089,282",2006-07-01
Vermont,"32,200,042",2006-07-01
Virginia,"354,171,950",2006-07-01
Washington,"241,369,500",2006-07-01
West Virginia,"73,215,314",2006-07-01
Wisconsin,"227,838,494",2006-07-01
Wyoming,"31,931,645",2006-07-01
Alabama,"224,414,903",2007-07-01
Alaska,"29,732,677",2007-07-01
Arizona,"240,843,472",2007-07-01
Arkansas,"125,621,729",2007-07-01
California,"1,331,802,064",2007-07-01
Colorado,"197,139,644",2007-07-01
Connecticut,"132,101,739",2007-07-01
Delaware,"41,597,256",2007-07-01
District of Columbia,"11,442,166",2007-07-01
Florida,"695,211,676",2007-07-01
Georgia,"413,400,606",2007-07-01
Hawaii,"44,853,697",2007-07-01
Idaho,"56,232,995",2007-07-01
Illinois,"450,957,202",2007-07-01
Indiana,"282,447,053",2007-07-01
Iowa,"144,558,367",2007-07-01
Kansas,"116,747,666",2007-07-01
Kentucky,"198,548,001",2007-07-01
Louisiana,"205,007,965",2007-07-01
Maine,"59,437,826",2007-07-01
Maryland,"249,447,177",2007-07-01
Massachusetts,"251,261,463",2007-07-01
Michigan,"408,028,565",2007-07-01
Minnesota,"241,483,365",2007-07-01
Mississippi,"140,105,998",2007-07-01
Missouri,"278,500,913",2007-07-01
Montana,"52,509,305",2007-07-01
Nebraska,"75,578,187",2007-07-01
Nevada,"101,885,547",2007-07-01
New Hampshire,"62,595,001",2007-07-01
New Jersey,"392,154,314",2007-07-01
New Mexico,"77,030,364",2007-07-01
New York,"501,702,283",2007-07-01
North Carolina,"421,393,648",2007-07-01
North Dakota,"33,646,466",2007-07-01
Ohio,"452,415,841",2007-07-01
Oklahoma,"177,532,874",2007-07-01
Oregon,"138,072,747",2007-07-01
Pennsylvania,"444,378,476",2007-07-01
Rhode Island,"34,400,523",2007-07-01
South Carolina,"219,692,132",2007-07-01
South Dakota,"42,837,804",2007-07-01
Tennessee,"268,948,993",2007-07-01
Texas,"1,025,119,806",2007-07-01
Utah,"98,158,835",2007-07-01
Vermont,"31,608,677",2007-07-01
Virginia,"362,371,084",2007-07-01
Washington,"241,622,324",2007-07-01
West Virginia,"73,919,072",2007-07-01
Wisconsin,"229,710,537",2007-07-01
Wyoming,"33,016,314",2007-07-01
Alabama,"216,138,899",2008-07-01
Alaska,"27,467,392",2008-07-01
Arizona,"221,621,935",2008-07-01
Arkansas,"123,663,037",2008-07-01
California,"1,257,480,310",2008-07-01
Colorado,"180,056,466",2008-07-01
Connecticut,"124,156,667",2008-07-01
Delaware,"40,002,539",2008-07-01
District of Columbia,"8,890,753",2008-07-01
Florida,"655,577,910",2008-07-01
Georgia,"394,704,276",2008-07-01
Hawaii,"38,460,188",2008-07-01
Idaho,"57,272,564",2008-07-01
Illinois,"422,284,947",2008-07-01
Indiana,"268,186,531",2008-07-01
Iowa,"141,342,676",2008-07-01
Kansas,"113,019,118",2008-07-01
Kentucky,"185,803,255",2008-07-01
Louisiana,"170,988,307",2008-07-01
Maine,"53,342,435",2008-07-01
Maryland,"232,724,181",2008-07-01
Massachusetts,"241,122,900",2008-07-01
Michigan,"419,388,188",2008-07-01
Minnesota,"229,508,057",2008-07-01
Mississippi,"141,033,682",2008-07-01
Missouri,"282,237,589",2008-07-01
Montana,"48,643,318",2008-07-01
Nebraska,"74,489,213",2008-07-01
Nevada,"100,861,767",2008-07-01
New Hampshire,"64,802,851",2008-07-01
New Jersey,"392,221,190",2008-07-01
New Mexico,"73,757,274",2008-07-01
New York,"519,911,717",2008-07-01
North Carolina,"518,194,044",2008-07-01
North Dakota,"32,130,220",2008-07-01
Ohio,"442,297,063",2008-07-01
Oklahoma,"152,729,438",2008-07-01
Oregon,"137,147,250",2008-07-01
Pennsylvania,"434,016,952",2008-07-01
Rhode Island,"37,122,492",2008-07-01
South Carolina,"223,152,488",2008-07-01
South Dakota,"43,323,252",2008-07-01
Tennessee,"255,442,240",2008-07-01
Texas,"986,460,142",2008-07-01
Utah,"92,545,849",2008-07-01
Vermont,"31,074,419",2008-07-01
Virginia,"340,355,639",2008-07-01
Washington,"234,900,419",2008-07-01
West Virginia,"38,536,093",2008-07-01
Wisconsin,"230,195,374",2008-07-01
Wyoming,"22,882,685",2008-07-01
Alabama,"228,018,468",2009-07-01
Alaska,"29,279,470",2009-07-01
Arizona,"219,116,089",2009-07-01
Arkansas,"129,665,482",2009-07-01
California,"1,284,485,838",2009-07-01
Colorado,"194,620,576",2009-07-01
Connecticut,"132,310,018",2009-07-01
Delaware,"40,884,596",2009-07-01
District of Columbia,"10,928,421",2009-07-01
Florida,"687,016,198",2009-07-01
Georgia,"420,920,395",2009-07-01
Hawaii,"46,446,492",2009-07-01
Idaho,"55,950,447",2009-07-01
Illinois,"419,789,391",2009-07-01
Indiana,"271,345,487",2009-07-01
Iowa,"148,899,026",2009-07-01
Kansas,"116,462,972",2009-07-01
Kentucky,"194,135,238",2009-07-01
Louisiana,"199,755,210",2009-07-01
Maine,"54,841,794",2009-07-01
Maryland,"238,769,961",2009-07-01
Massachusetts,"238,927,768",2009-07-01
Michigan,"402,877,592",2009-07-01
Minnesota,"228,079,011",2009-07-01
Mississippi,"136,719,655",2009-07-01
Missouri,"288,295,831",2009-07-01
Montana,"51,552,969",2009-07-01
Nebraska,"80,521,835",2009-07-01
Nevada,"99,342,279",2009-07-01
New Hampshire,"64,513,743",2009-07-01
New Jersey,"366,399,581",2009-07-01
New Mexico,"85,733,932",2009-07-01
New York,"520,756,620",2009-07-01
North Carolina,"390,963,159",2009-07-01
North Dakota,"35,473,734",2009-07-01
Ohio,"437,733,262",2009-07-01
Oklahoma,"165,110,446",2009-07-01
Oregon,"143,638,402",2009-07-01
Pennsylvania,"439,838,197",2009-07-01
Rhode Island,"35,272,908",2009-07-01
South Carolina,"286,069,255",2009-07-01
South Dakota,"12,670,458",2009-07-01
Tennessee,"296,014,831",2009-07-01
Texas,"1,041,187,412",2009-07-01
Utah,"97,850,867",2009-07-01
Vermont,"30,509,854",2009-07-01
Virginia,"363,808,791",2009-07-01
Washington,"248,289,086",2009-07-01
West Virginia,"73,687,050",2009-07-01
Wisconsin,"227,621,341",2009-07-01
Wyoming,"30,691,223",2009-07-01
Alabama,"226,279,134",2010-07-01
Alaska,"28,382,390",2010-07-01
Arizona,"220,603,192",2010-07-01
Arkansas,"133,759,028",2010-07-01
California,"1,274,417,448",2010-07-01
Colorado,"198,150,549",2010-07-01
Connecticut,"134,879,449",2010-07-01
Delaware,"42,062,112",2010-07-01
District of Columbia,"13,034,070",2010-07-01
Florida,"691,171,518",2010-07-01
Georgia,"425,880,210",2010-07-01
Hawaii,"39,442,537",2010-07-01
Idaho,"64,098,237",2010-07-01
Illinois,"492,077,472",2010-07-01
Indiana,"273,319,868",2010-07-01
Iowa,"155,554,100",2010-07-01
Kansas,"119,251,979",2010-07-01
Kentucky,"200,240,997",2010-07-01
Louisiana,"203,382,769",2010-07-01
Maine,"58,390,920",2010-07-01
Maryland,"247,822,408",2010-07-01
Massachusetts,"251,176,638",2010-07-01
Michigan,"392,245,682",2010-07-01
Minnesota,"236,679,648",2010-07-01
Mississippi,"144,827,562",2010-07-01
Missouri,"289,838,172",2010-07-01
Montana,"53,524,402",2010-07-01
Nebraska,"80,091,737",2010-07-01
Nevada,"98,702,114",2010-07-01
New Hampshire,"65,975,594",2010-07-01
New Jersey,"380,376,343",2010-07-01
New Mexico,"86,389,498",2010-07-01
New York,"540,750,129",2010-07-01
North Carolina,"395,695,824",2010-07-01
North Dakota,"36,567,027",2010-07-01
Ohio,"456,994,165",2010-07-01
Oklahoma,"110,806,661",2010-07-01
Oregon,"145,224,959",2010-07-01
Pennsylvania,"463,078,178",2010-07-01
Rhode Island,"33,847,661",2010-07-01
South Carolina,"238,465,500",2010-07-01
South Dakota,"34,420,978",2010-07-01
Tennessee,"289,259,101",2010-07-01
Texas,"1,049,746,583",2010-07-01
Utah,"98,337,219",2010-07-01
Vermont,"31,274,473",2010-07-01
Virginia,"298,686,402",2010-07-01
Washington,"247,512,106",2010-07-01
West Virginia,"139,465,055",2010-07-01
Wisconsin,"240,409,252",2010-07-01
Wyoming,"41,079,465",2010-07-01
Alabama,"225,159,999",2011-07-01
Alaska,"28,564,099",2011-07-01
Arizona,"218,815,160",2011-07-01
Arkansas,"121,236,050",2011-07-01
California,"1,246,178,307",2011-07-01
Colorado,"195,097,254",2011-07-01
Connecticut,"127,000,875",2011-07-01
Delaware,"39,916,245",2011-07-01
District of Columbia,"14,023,362",2011-07-01
Florida,"663,856,496",2011-07-01
Georgia,"404,981,427",2011-07-01
Hawaii,"38,682,597",2011-07-01
Idaho,"56,267,654",2011-07-01
Illinois,"404,143,947",2011-07-01
Indiana,"267,727,933",2011-07-01
Iowa,"152,897,812",2011-07-01
Kansas,"112,736,749",2011-07-01
Kentucky,"189,463,087",2011-07-01
Louisiana,"193,077,738",2011-07-01
Maine,"56,769,886",2011-07-01
Maryland,"222,651,081",2011-07-01
Massachusetts,"240,611,087",2011-07-01
Michigan,"397,375,444",2011-07-01
Minnesota,"227,649,073",2011-07-01
Mississippi,"144,190,994",2011-07-01
Missouri,"276,846,158",2011-07-01
Montana,"51,509,773",2011-07-01
Nebraska,"75,018,035",2011-07-01
Nevada,"95,922,937",2011-07-01
New Hampshire,"63,946,234",2011-07-01
New Jersey,"371,070,458",2011-07-01
New Mexico,"91,394,502",2011-07-01
New York,"478,835,597",2011-07-01
North Carolina,"379,435,925",2011-07-01
North Dakota,"36,455,791",2011-07-01
Ohio,"436,089,160",2011-07-01
Oklahoma,"162,088,198",2011-07-01
Oregon,"135,882,154",2011-07-01
Pennsylvania,"454,967,812",2011-07-01
Rhode Island,"33,625,411",2011-07-01
South Carolina,"230,114,324",2011-07-01
South Dakota,"35,361,776",2011-07-01
Tennessee,"273,325,591",2011-07-01
Texas,"1,031,161,706",2011-07-01
Utah,"94,669,012",2011-07-01
Vermont,"30,073,119",2011-07-01
Virginia,"295,821,562",2011-07-01
Washington,"238,028,479",2011-07-01
West Virginia,"106,061,307",2011-07-01
Wisconsin,"233,089,373",2011-07-01
Wyoming,"28,588,803",2011-07-01
Alabama,"215,068,678",2000-08-01
Alaska,"28,062,702",2000-08-01
Arizona,"204,731,988",2000-08-01
Arkansas,"124,689,153",2000-08-01
California,"1,299,279,816",2000-08-01
Colorado,"143,507,907",2000-08-01
Connecticut,"126,659,187",2000-08-01
Delaware,"35,586,829",2000-08-01
Dist. of Col.,"15,211,368",2000-08-01
Florida,"628,595,922",2000-08-01
Georgia,"408,737,144",2000-08-01
Hawaii,"31,486,930",2000-08-01
Idaho,"57,313,499",2000-08-01
Illinois,"380,893,917",2000-08-01
Indiana,"271,412,096",2000-08-01
Iowa,"145,758,531",2000-08-01
Kansas,"120,319,109",2000-08-01
Kentucky,"173,432,228",2000-08-01
Louisiana,"211,701,970",2000-08-01
Maine,"53,722,626",2000-08-01
Maryland,"215,917,740",2000-08-01
Massachusetts,"245,057,906",2000-08-01
Michigan,"485,208,899",2000-08-01
Minnesota,"246,241,669",2000-08-01
Mississippi,"146,419,533",2000-08-01
Missouri,"280,103,497",2000-08-01
Montana,"51,662,404",2000-08-01
Nebraska,"81,805,132",2000-08-01
Nevada,"84,198,799",2000-08-01
New Hampshire,"63,294,140",2000-08-01
New Jersey,"338,033,352",2000-08-01
